timestamp,value,metric_name,instance,job
2025-07-12 05:57:28,1752299836.2203553,http_request_duration_highr_seconds_created,10.244.2.25:8000,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,1752299836.2203553,http_request_duration_highr_seconds_created,10.244.2.25:8000,prometheus.scrape.annotated_pods
2025-07-12 05:59:28,1752299836.2203553,http_request_duration_highr_seconds_created,10.244.2.25:8000,prometheus.scrape.annotated_pods
2025-07-12 06:00:28,1752299836.2203553,http_request_duration_highr_seconds_created,10.244.2.25:8000,prometheus.scrape.annotated_pods
2025-07-12 06:01:28,1752299836.2203553,http_request_duration_highr_seconds_created,10.244.2.25:8000,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,1752299851.077696,http_request_duration_highr_seconds_created,10.244.2.26:8000,prometheus.scrape.annotated_pods
2025-07-12 05:59:28,1752299851.077696,http_request_duration_highr_seconds_created,10.244.2.26:8000,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,1752299896.2023656,http_request_duration_highr_seconds_created,10.244.2.27:8000,prometheus.scrape.annotated_pods
2025-07-12 06:01:28,1752300031.4272254,http_request_duration_highr_seconds_created,10.244.2.28:8000,prometheus.scrape.annotated_pods
2025-07-12 05:29:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:30:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:31:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:33:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:43:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:44:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:45:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:46:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:47:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:48:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:49:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:50:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:51:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:52:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:53:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:54:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:55:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:56:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:57:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:58:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:59:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:00:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:01:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:02:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:03:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:04:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:05:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:06:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:07:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:08:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:09:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:10:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:11:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:12:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 06:13:28,1752298150.600287,http_request_duration_highr_seconds_created,10.244.2.3:8000,prometheus.scrape.annotated_pods
2025-07-12 05:32:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:33:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:34:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:35:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:36:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:37:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:38:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:39:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:40:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:41:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:42:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:43:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:44:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:45:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:46:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:47:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:48:28,1752298327.900527,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:51:28,1752299460.71753,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:52:28,1752299460.71753,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:53:28,1752299460.71753,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:54:28,1752299460.71753,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:55:28,1752299460.71753,http_request_duration_highr_seconds_created,10.244.2.9:8000,prometheus.scrape.annotated_pods
2025-07-12 05:29:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:30:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:31:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:32:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:33:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:34:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:35:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:36:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:37:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:38:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:39:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:40:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:41:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:42:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:43:28,1752298313.0721197,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:44:28,1752298327.900527,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:45:28,1752298327.900527,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:46:28,1752298327.900527,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:47:28,1752298327.900527,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:48:28,1752298327.900527,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:49:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:50:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:51:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:52:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:53:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:54:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:55:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:56:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:57:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:58:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 05:59:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:00:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:01:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:02:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:03:28,1752299431.6388016,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:04:28,1752299025.3628502,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:05:28,1752299025.3628502,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:06:28,1752299025.3628502,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:07:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:08:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:09:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:10:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:11:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:12:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
2025-07-12 06:13:28,1752298150.600287,http_request_duration_highr_seconds_created,consumer:8000,prometheus.scrape.nimbusguard_consumer
